Matchday,Date,Home Team,Away Team,Home Score,Away Score
36,2025-05-11T00:00:00Z,Hellas Verona FC,US Lecce,,
36,2025-05-11T00:00:00Z,SS Lazio,Juventus FC,,
36,2025-05-11T00:00:00Z,AC Milan,Bologna FC 1909,,
36,2025-05-11T00:00:00Z,SSC Napoli,Genoa CFC,,
36,2025-05-11T00:00:00Z,Torino FC,FC Internazionale Milano,,
36,2025-05-11T00:00:00Z,Udinese Calcio,AC Monza,,
36,2025-05-11T00:00:00Z,Venezia FC,ACF Fiorentina,,
37,2025-05-18T00:00:00Z,Cagliari Calcio,Venezia FC,,
37,2025-05-18T00:00:00Z,ACF Fiorentina,Bologna FC 1909,,
37,2025-05-18T00:00:00Z,Genoa CFC,Atalanta BC,,
37,2025-05-18T00:00:00Z,Hellas Verona FC,Como 1907,,
37,2025-05-18T00:00:00Z,FC Internazionale Milano,SS Lazio,,
37,2025-05-18T00:00:00Z,Juventus FC,Udinese Calcio,,
37,2025-05-18T00:00:00Z,US Lecce,Torino FC,,
37,2025-05-18T00:00:00Z,AC Monza,Empoli FC,,
37,2025-05-18T00:00:00Z,Parma Calcio 1913,SSC Napoli,,
37,2025-05-18T00:00:00Z,AS Roma,AC Milan,,
38,2025-05-25T00:00:00Z,Atalanta BC,Parma Calcio 1913,,
38,2025-05-25T00:00:00Z,Bologna FC 1909,Genoa CFC,,
38,2025-05-25T00:00:00Z,Como 1907,FC Internazionale Milano,,
38,2025-05-25T00:00:00Z,Empoli FC,Hellas Verona FC,,
38,2025-05-25T00:00:00Z,SS Lazio,US Lecce,,
38,2025-05-25T00:00:00Z,AC Milan,AC Monza,,
38,2025-05-25T00:00:00Z,SSC Napoli,Cagliari Calcio,,
38,2025-05-25T00:00:00Z,Torino FC,AS Roma,,
38,2025-05-25T00:00:00Z,Udinese Calcio,ACF Fiorentina,,
38,2025-05-25T00:00:00Z,Venezia FC,Juventus FC,,
